CHR,region_start,region_end,width,region_strand,Annotation,QUERYID,TXID,Gene ID,sum_log10BF,log10BF_PA,POS,marker.ID,CHRN,NumSigCond_PA,log10BF_PGS,NumSigCond_PGS,log10BF_KA,NumSigCond_KA,log10BF_KGS,NumSigCond_KGS,gene_start,gene_end,gene_width,gene_strand,pacId,transcriptName,peptideName,Pfam,Panther Categories,KOG,ec,KO,GO,Arabidopsis thaliana homolog,A. thaliana gene name,A. thaliana gene annotation,Rice homolog,Rice gene name,Rice gene annotation,d2_start,d2_end,distance from gene
Chr03N,31594437,31614437,20001,-,spliceSite,304,42807,Pavir.3NG108500,6.630373023,2.012245584,31604437,Chr03N_31604437,6,9,1.462504008,9,1.585613637,9,1.570009794,9,31593385,31596635,3251,+,41659695,Pavir.3NG108500.1,Pavir.3NG108500.1.p,PF01764,"PTHR21493,PTHR21493:SF113",KOG4569,3.1.1.3,NA,GO:0006629,AT5G18640.1,NA,alpha/beta-Hydrolases superfamily protein,LOC_Os05g30900.1,NA,"lipase precursor, putative, expressed",11052,7802,7802
Chr03N,31594437,31614437,20001,-,spliceSite,304,42808,Pavir.3NG108500,6.630373023,2.012245584,31604437,Chr03N_31604437,6,9,1.462504008,9,1.585613637,9,1.570009794,9,31593385,31596635,3251,+,41659695,Pavir.3NG108500.1,Pavir.3NG108500.1.p,PF01764,"PTHR21493,PTHR21493:SF113",KOG4569,3.1.1.3,NA,GO:0006629,AT5G18640.1,NA,alpha/beta-Hydrolases superfamily protein,LOC_Os05g30900.1,NA,"lipase precursor, putative, expressed",11052,7802,7802
Chr03N,31594437,31614437,20001,-,spliceSite,304,42809,Pavir.3NG108500,6.630373023,2.012245584,31604437,Chr03N_31604437,6,9,1.462504008,9,1.585613637,9,1.570009794,9,31593385,31596635,3251,+,41659695,Pavir.3NG108500.1,Pavir.3NG108500.1.p,PF01764,"PTHR21493,PTHR21493:SF113",KOG4569,3.1.1.3,NA,GO:0006629,AT5G18640.1,NA,alpha/beta-Hydrolases superfamily protein,LOC_Os05g30900.1,NA,"lipase precursor, putative, expressed",11052,7802,7802
Chr03N,31594437,31614437,20001,-,spliceSite,304,47003,Pavir.3NG108600,6.630373023,2.012245584,31604437,Chr03N_31604437,6,9,1.462504008,9,1.585613637,9,1.570009794,9,31598070,31611732,13663,-,41660973,Pavir.3NG108600.1,Pavir.3NG108600.1.p,PF00069,"PTHR27001,PTHR27001:SF50",KOG1187,2.7.11.1,NA,"GO:0006468,GO:0005524,GO:0004672",AT5G18610.2,NA,Protein kinase superfamily protein,LOC_Os05g30870.1,NA,"protein kinase domain containing protein, expressed",6367,-7295,6367
Chr05K,5346558,5366558,20001,+,spliceSite,377,59653,Pavir.5KG072200,6.628392731,1.441739354,5356558,Chr05K_5356558,9,9,1.506203969,9,1.859700355,9,1.820749053,9,5348976,5354215,5240,+,41548193,Pavir.5KG072200.1,Pavir.5KG072200.1.p,"PF14365,PF03080","PTHR31589,PTHR31589:SF23",NA,NA,NA,NA,AT1G23340.1,NA,Protein of Unknown Function (DUF239),LOC_Os01g07570.1,NA,"carboxyl-terminal proteinase, putative, expressed",7582,2343,2343
Chr05K,5346558,5366558,20001,+,spliceSite,377,64295,Pavir.5KG072987,6.628392731,1.441739354,5356558,Chr05K_5356558,9,9,1.506203969,9,1.859700355,9,1.820749053,9,5357716,5361798,4083,-,41542846,Pavir.5KG072987.1,Pavir.5KG072987.1.p,"PF08263,PF00560,PF07714,PF13855","PTHR27000,PTHR27000:SF2",KOG1187,2.7.11.1,NA,"GO:0005515,GO:0006468,GO:0004672",AT5G56040.2,NA,Leucine-rich receptor-like protein kinase family protein,LOC_Os01g07560.1,NA,"receptor-like protein kinase 2 precursor, putative, expressed",-1158,-5240,1158
Chr05K,5346558,5366558,20001,+,spliceSite,377,64296,Pavir.5KG072987,6.628392731,1.441739354,5356558,Chr05K_5356558,9,9,1.506203969,9,1.859700355,9,1.820749053,9,5357716,5361798,4083,-,41542846,Pavir.5KG072987.1,Pavir.5KG072987.1.p,"PF08263,PF00560,PF07714,PF13855","PTHR27000,PTHR27000:SF2",KOG1187,2.7.11.1,NA,"GO:0005515,GO:0006468,GO:0004672",AT5G56040.2,NA,Leucine-rich receptor-like protein kinase family protein,LOC_Os01g07560.1,NA,"receptor-like protein kinase 2 precursor, putative, expressed",-1158,-5240,1158
Chr05K,5346558,5366558,20001,+,spliceSite,377,64297,Pavir.5KG072987,6.628392731,1.441739354,5356558,Chr05K_5356558,9,9,1.506203969,9,1.859700355,9,1.820749053,9,5357716,5361798,4083,-,41542846,Pavir.5KG072987.1,Pavir.5KG072987.1.p,"PF08263,PF00560,PF07714,PF13855","PTHR27000,PTHR27000:SF2",KOG1187,2.7.11.1,NA,"GO:0005515,GO:0006468,GO:0004672",AT5G56040.2,NA,Leucine-rich receptor-like protein kinase family protein,LOC_Os01g07560.1,NA,"receptor-like protein kinase 2 precursor, putative, expressed",-1158,-5240,1158
Chr05K,5346558,5366558,20001,+,spliceSite,377,64298,Pavir.5KG072400,6.628392731,1.441739354,5356558,Chr05K_5356558,9,9,1.506203969,9,1.859700355,9,1.820749053,9,5366503,5373608,7106,-,41542869,Pavir.5KG072400.1,Pavir.5KG072400.1.p,PF01585,"PTHR13948,PTHR13948:SF19",NA,NA,NA,GO:0003676,AT4G34140.1,NA,D111/G-patch domain-containing protein,LOC_Os01g07540.1,NA,"G-patch domain containing protein, expressed",-9945,-17050,9945
Chr09N,28304541,28324541,20001,+,spliceSite,748,126056,Pavir.9NG317200,6.619534747,2.087265784,28314541,Chr09N_28314541,18,9,1.383974698,9,1.738236806,9,1.410057459,9,28312476,28315707,3232,-,41555789,Pavir.9NG317200.1,Pavir.9NG317200.1.p,PF00646,"PTHR32133,PTHR32133:SF157",NA,NA,NA,GO:0005515,AT3G25460.1,NA,F-box and associated interaction domains-containing protein,LOC_Os04g11790.1,NA,"OsFBX120 - F-box domain containing protein, expressed",2065,-1166,1166
Chr05N,23605339,23625339,20001,*,intergenic,448,NA,NA,6.616539608,1.514386745,23615339,Chr05N_23615339,10,9,2.060793699,9,1.35403699,9,1.687322174,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chr02K,40454925,40474925,20001,+,spliceSite,129,16837,Pavir.2KG284200,6.595668697,1.644899134,40464925,Chr02K_40464925,3,9,1.496009449,9,1.626913513,9,1.827846601,9,40468349,40469324,976,+,41655664,Pavir.2KG284200.2,Pavir.2KG284200.2.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,LOC_Os09g26520.1,NA,hypothetical protein,-3424,-4399,3424
Chr08K,34640976,34660976,20001,*,intergenic,614,NA,NA,6.569393375,1.309529928,34650976,Chr08K_34650976,15,9,1.521967961,9,1.479470343,9,2.258425143,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chr04K,768156,788156,20001,-,spliceSite,316,51316,Pavir.4KG006505,6.56885683,1.768016887,778156,Chr04K_778156,7,9,1.465398665,9,1.445144048,9,1.89029723,9,766145,768279,2135,-,41649948,Pavir.4KG006505.1,Pavir.4KG006505.1.p,PF11926,"PTHR10825,PTHR10825:SF26",NA,NA,NA,NA,AT2G35540.1,NA,DNAJ heat shock N-terminal domain-containing protein,LOC_Os06g02170.1,NA,"DNAJ heat shock N-terminal domain-containing protein, putative, expressed",12011,9877,9877
Chr04K,768156,788156,20001,-,spliceSite,316,51317,Pavir.4KG057400,6.56885683,1.768016887,778156,Chr04K_778156,7,9,1.465398665,9,1.445144048,9,1.89029723,9,770452,783661,13210,-,41645671,Pavir.4KG057400.2,Pavir.4KG057400.2.p,"PF13193,PF13360,PF01011,PF13570,PF00501","PTHR24096,PTHR24096:SF190",KOG4649,NA,K00142,"GO:0008152,GO:0003824",AT5G35930.1,NA,AMP-dependent synthetase and ligase family protein,LOC_Os06g02160.4,NA,"AMP-binding enzyme family protein, expressed",7704,-5505,5505
Chr04K,768156,788156,20001,-,spliceSite,316,51318,Pavir.4KG057400,6.56885683,1.768016887,778156,Chr04K_778156,7,9,1.465398665,9,1.445144048,9,1.89029723,9,770452,783661,13210,-,41645671,Pavir.4KG057400.2,Pavir.4KG057400.2.p,"PF13193,PF13360,PF01011,PF13570,PF00501","PTHR24096,PTHR24096:SF190",KOG4649,NA,K00142,"GO:0008152,GO:0003824",AT5G35930.1,NA,AMP-dependent synthetase and ligase family protein,LOC_Os06g02160.4,NA,"AMP-binding enzyme family protein, expressed",7704,-5505,5505
Chr04K,768156,788156,20001,-,spliceSite,316,51319,Pavir.4KG057500,6.56885683,1.768016887,778156,Chr04K_778156,7,9,1.465398665,9,1.445144048,9,1.89029723,9,783929,787283,3355,-,41646522,Pavir.4KG057500.1,Pavir.4KG057500.1.p,PF09991,"PTHR37185,PTHR37185:SF1",NA,NA,NA,NA,AT1G26180.1,NA,NA,LOC_Os02g22060.1,NA,expressed protein,-5773,-9127,5773
Chr02N,68548106,68568106,20001,-,spliceSite,225,27425,Pavir.2NG628000,6.565972135,1.706446295,68558106,Chr02N_68558106,4,9,1.872817922,9,1.663973945,9,1.322733973,9,68558070,68559658,1589,+,41569357,Pavir.2NG628000.2,Pavir.2NG628000.2.p,NA,"PTHR34681,PTHR34681:SF1",NA,NA,NA,NA,AT4G15790.1,NA,NA,LOC_Os07g47460.1,NA,expressed protein,36,-1552,36
Chr02N,68548106,68568106,20001,-,spliceSite,225,27426,Pavir.2NG628000,6.565972135,1.706446295,68558106,Chr02N_68558106,4,9,1.872817922,9,1.663973945,9,1.322733973,9,68558070,68559658,1589,+,41569357,Pavir.2NG628000.2,Pavir.2NG628000.2.p,NA,"PTHR34681,PTHR34681:SF1",NA,NA,NA,NA,AT4G15790.1,NA,NA,LOC_Os07g47460.1,NA,expressed protein,36,-1552,36
Chr02N,68548106,68568106,20001,-,spliceSite,225,31519,Pavir.2NG628100,6.565972135,1.706446295,68558106,Chr02N_68558106,4,9,1.872817922,9,1.663973945,9,1.322733973,9,68559469,68561528,2060,-,41567162,Pavir.2NG628100.1,Pavir.2NG628100.1.p,PF13041,"PTHR24015,PTHR24015:SF418",NA,NA,NA,NA,AT2G32630.1,NA,Pentatricopeptide repeat (PPR-like) superfamily protein,LOC_Os07g47470.1,NA,"pentatricopeptide, putative, expressed",-1363,-3422,1363
Chr07K,43583506,43603506,20001,-,spliceSite,555,91760,Pavir.7KG303100,6.557856975,1.538557044,43593506,Chr07K_43593506,13,9,1.349631502,9,1.530202818,9,2.139465611,9,43594485,43598233,3749,-,41573160,Pavir.7KG303100.1,Pavir.7KG303100.1.p,PF00067,"PTHR24286,PTHR24286:SF87",KOG0157,NA,NA,"GO:0055114,GO:0020037,GO:0016705,GO:0005506",AT1G12740.1,CYP87A2,"cytochrome P450, family 87, subfamily A, polypeptide 2",LOC_Os04g48170.1,NA,"cytochrome P450, putative, expressed",-979,-4727,979
Chr01N,49839616,49859616,20001,+,spliceSite,73,13540,Pavir.1NG344000,6.553158179,1.986903101,49849616,Chr01N_49849616,2,9,1.362385373,9,1.833657349,9,1.370212356,9,49840375,49844346,3972,-,41587270,Pavir.1NG344000.1,Pavir.1NG344000.1.p,PF01133,PTHR12373,KOG1766,NA,NA,"GO:0045747,GO:0007049,GO:0006221",AT5G10810.1,"ATER,ER","enhancer of rudimentary protein, putative",LOC_Os02g39830.1,NA,"enhancer of rudimentary protein, putative, expressed",9241,5270,5270
Chr01N,49839616,49859616,20001,+,spliceSite,73,13541,Pavir.1NG344019,6.553158179,1.986903101,49849616,Chr01N_49849616,2,9,1.362385373,9,1.833657349,9,1.370212356,9,49848628,49853066,4439,-,41584748,Pavir.1NG344019.1,Pavir.1NG344019.1.p,PF02854,"PTHR23253,PTHR23253:SF32",NA,NA,NA,"GO:0005515,GO:0003723",AT5G57870.2,eIFiso4G1,MIF4G domain-containing protein / MA3 domain-containing protein,LOC_Os02g39840.1,NA,"eukaryotic initiation factor iso-4F subunit p82-34, putative, expressed",988,-3450,988
Chr01N,49839616,49859616,20001,+,spliceSite,73,9731,Pavir.1NG344500,6.553158179,1.986903101,49849616,Chr01N_49849616,2,9,1.362385373,9,1.833657349,9,1.370212356,9,49858847,49864882,6036,+,41586531,Pavir.1NG344500.1,Pavir.1NG344500.1.p,PF02458,"PTHR31642,PTHR31642:SF37",NA,2.3.1.133,K13065,GO:0016747,AT5G48930.1,HCT,hydroxycinnamoyl-CoA shikimate/quinate hydroxycinnamoyl transferase,LOC_Os02g39850.1,NA,"transferase family protein, putative, expressed",-9231,-15266,9231
Chr02K,24032802,24052802,20001,+,spliceSite,121,16481,Pavir.2KG261500,6.551564091,1.427191259,24042802,Chr02K_24042802,3,9,1.703966346,9,1.644208813,9,1.776197673,9,24028811,24044591,15781,+,41658327,Pavir.2KG261500.2,Pavir.2KG261500.2.p,PF00069,"PTHR27002,PTHR27002:SF111",KOG1187,2.7.11.1,NA,"GO:0006468,GO:0005524,GO:0004672",AT4G21410.1,CRK29,cysteine-rich RLK (RECEPTOR-like protein kinase) 29,LOC_Os11g10640.1,NA,"protein kinase domain containing protein, expressed",13991,-1789,1789
Chr03K,12672345,12692345,20001,-,spliceSite,235,32994,Pavir.3KG200600,6.547566716,1.703806557,12682345,Chr03K_12682345,5,9,1.377219475,9,1.917607248,9,1.548933436,9,12675932,12677443,1512,+,41611219,Pavir.3KG200600.1,Pavir.3KG200600.1.p,PF03492,"PTHR31009,PTHR31009:SF5",NA,2.1.1.274,K08241,GO:0008168,AT3G21950.1,NA,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,LOC_Os05g01140.1,NA,"methyltransferase, putative, expressed",6413,4902,4902
Chr03K,12672345,12692345,20001,-,spliceSite,235,32995,Pavir.3KG200600,6.547566716,1.703806557,12682345,Chr03K_12682345,5,9,1.377219475,9,1.917607248,9,1.548933436,9,12675932,12677443,1512,+,41611219,Pavir.3KG200600.1,Pavir.3KG200600.1.p,PF03492,"PTHR31009,PTHR31009:SF5",NA,2.1.1.274,K08241,GO:0008168,AT3G21950.1,NA,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,LOC_Os05g01140.1,NA,"methyltransferase, putative, expressed",6413,4902,4902
Chr03K,12672345,12692345,20001,-,spliceSite,235,32996,Pavir.3KG200800,6.547566716,1.703806557,12682345,Chr03K_12682345,5,9,1.377219475,9,1.917607248,9,1.548933436,9,12691927,12692337,411,+,41611146,Pavir.3KG200800.1,Pavir.3KG200800.1.p,PF04739,"PTHR10343,PTHR10343:SF51",NA,NA,K07199,"GO:0005515,GO:0043562,GO:0009744",AT2G28060.1,NA,5\'-AMP-activated protein kinase beta-2 subunit protein,LOC_Os09g20010.1,NA,"SNF1-related protein kinase regulatory subunit beta-2, putative, expressed",-9582,-9992,9582
Chr03K,12672345,12692345,20001,-,spliceSite,235,37357,Pavir.3KG200700,6.547566716,1.703806557,12682345,Chr03K_12682345,5,9,1.377219475,9,1.917607248,9,1.548933436,9,12678385,12678659,275,-,41611967,Pavir.3KG200700.1,Pavir.3KG200700.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3960,3686,3686
Chr02N,42912675,42932675,20001,+,spliceSite,204,25340,Pavir.2NG342800,6.547354389,1.404203678,42922675,Chr02N_42922675,4,9,1.706601954,9,1.450329928,9,1.986218829,9,42922614,42926885,4272,+,41562982,Pavir.2NG342800.1,Pavir.2NG342800.1.p,PF00860,"PTHR11119,PTHR11119:SF53",NA,NA,K14611,"GO:0055085,GO:0016020,GO:0006810,GO:0005215",AT5G62890.1,NA,Xanthine/uracil permease family protein,LOC_Os09g21340.1,NA,"nucleobase-ascorbate transporter, putative, expressed",61,-4210,61
Chr09N,48550528,48570528,20001,*,intergenic,754,NA,NA,6.546666567,1.486427171,48560528,Chr09N_48560528,18,9,1.401392251,9,1.770972764,9,1.887874381,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chr01N,61952325,61972325,20001,+,spliceSite,87,10757,Pavir.1NG492900,6.530933312,1.371220627,61962325,Chr01N_61962325,2,2,1.527217293,7,1.365947469,7,2.266547923,6,61950699,61958102,7404,+,41587014,Pavir.1NG492900.1,Pavir.1NG492900.1.p,PF04791,"PTHR21355,PTHR21355:SF2",NA,NA,NA,NA,AT5G65290.1,NA,LMBR1-like membrane protein,LOC_Os02g52160.1,NA,"LMBR1 integral membrane protein, putative, expressed",11626,4223,4223
Chr01N,61952325,61972325,20001,+,spliceSite,87,10758,Pavir.1NG492900,6.530933312,1.371220627,61962325,Chr01N_61962325,2,2,1.527217293,7,1.365947469,7,2.266547923,6,61950699,61958102,7404,+,41587014,Pavir.1NG492900.1,Pavir.1NG492900.1.p,PF04791,"PTHR21355,PTHR21355:SF2",NA,NA,NA,NA,AT5G65290.1,NA,LMBR1-like membrane protein,LOC_Os02g52160.1,NA,"LMBR1 integral membrane protein, putative, expressed",11626,4223,4223
Chr01N,61952325,61972325,20001,+,spliceSite,87,10759,Pavir.1NG492900,6.530933312,1.371220627,61962325,Chr01N_61962325,2,2,1.527217293,7,1.365947469,7,2.266547923,6,61950699,61958102,7404,+,41587014,Pavir.1NG492900.1,Pavir.1NG492900.1.p,PF04791,"PTHR21355,PTHR21355:SF2",NA,NA,NA,NA,AT5G65290.1,NA,LMBR1-like membrane protein,LOC_Os02g52160.1,NA,"LMBR1 integral membrane protein, putative, expressed",11626,4223,4223
Chr01N,61952325,61972325,20001,+,spliceSite,87,10760,Pavir.1NG492900,6.530933312,1.371220627,61962325,Chr01N_61962325,2,2,1.527217293,7,1.365947469,7,2.266547923,6,61950699,61958102,7404,+,41587014,Pavir.1NG492900.1,Pavir.1NG492900.1.p,PF04791,"PTHR21355,PTHR21355:SF2",NA,NA,NA,NA,AT5G65290.1,NA,LMBR1-like membrane protein,LOC_Os02g52160.1,NA,"LMBR1 integral membrane protein, putative, expressed",11626,4223,4223
Chr01N,61952325,61972325,20001,+,spliceSite,87,10761,Pavir.1NG492900,6.530933312,1.371220627,61962325,Chr01N_61962325,2,2,1.527217293,7,1.365947469,7,2.266547923,6,61950699,61958102,7404,+,41587014,Pavir.1NG492900.1,Pavir.1NG492900.1.p,PF04791,"PTHR21355,PTHR21355:SF2",NA,NA,NA,NA,AT5G65290.1,NA,LMBR1-like membrane protein,LOC_Os02g52160.1,NA,"LMBR1 integral membrane protein, putative, expressed",11626,4223,4223
Chr01N,61952325,61972325,20001,+,spliceSite,87,10762,Pavir.1NG492900,6.530933312,1.371220627,61962325,Chr01N_61962325,2,2,1.527217293,7,1.365947469,7,2.266547923,6,61950699,61958102,7404,+,41587014,Pavir.1NG492900.1,Pavir.1NG492900.1.p,PF04791,"PTHR21355,PTHR21355:SF2",NA,NA,NA,NA,AT5G65290.1,NA,LMBR1-like membrane protein,LOC_Os02g52160.1,NA,"LMBR1 integral membrane protein, putative, expressed",11626,4223,4223
Chr01N,61952325,61972325,20001,+,spliceSite,87,10763,Pavir.1NG492700,6.530933312,1.371220627,61962325,Chr01N_61962325,2,2,1.527217293,7,1.365947469,7,2.266547923,6,61968595,61969834,1240,+,41585209,Pavir.1NG492700.1,Pavir.1NG492700.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6270,-7509,6270
Chr01N,61952325,61972325,20001,+,spliceSite,87,14417,Pavir.1NG492800,6.530933312,1.371220627,61962325,Chr01N_61962325,2,2,1.527217293,7,1.365947469,7,2.266547923,6,61959428,61960279,852,-,41584636,Pavir.1NG492800.1,Pavir.1NG492800.1.p,NA,"PTHR34046,PTHR34046:SF2",NA,NA,NA,NA,NA,NA,NA,LOC_Os02g52170.1,NA,expressed protein,2897,2046,2046
Chr04N,16902199,16922199,20001,+,spliceSite,353,55128,Pavir.4NG217400,6.514946856,1.416288764,16912199,Chr04N_16912199,8,9,1.769961676,9,1.338183473,9,1.990512943,9,16913617,16917113,3497,+,41635357,Pavir.4NG217400.1,Pavir.4NG217400.1.p,PF03999,"PTHR19321,PTHR19321:SF11",NA,NA,K16732,"GO:0008017,GO:0000910,GO:0000226",AT4G26760.1,MAP65-2,microtubule-associated protein 65-2,LOC_Os06g20370.1,NA,"microtubule associated protein, putative, expressed",-1418,-4914,1418
Chr04N,16902199,16922199,20001,+,spliceSite,353,55129,Pavir.4NG217300,6.514946856,1.416288764,16912199,Chr04N_16912199,8,9,1.769961676,9,1.338183473,9,1.990512943,9,16918661,16938442,19782,+,41637533,Pavir.4NG217300.1,Pavir.4NG217300.1.p,PF00782,"PTHR10159,PTHR10159:SF331",KOG1716,3.1.3.48,K04459,"GO:0008138,GO:0006470",AT2G04550.1,"DSPTP1E,IBR5",indole-3-butyric acid response 5,LOC_Os06g20340.1,NA,"dual specificity protein phosphatase, putative, expressed",-6462,-26243,6462
Chr04N,16902199,16922199,20001,+,spliceSite,353,57694,Pavir.4NG218420,6.514946856,1.416288764,16912199,Chr04N_16912199,8,9,1.769961676,9,1.338183473,9,1.990512943,9,16911815,16912863,1049,-,41639252,Pavir.4NG218420.1,Pavir.4NG218420.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,384,-664,384
Chr02K,60310501,60330501,20001,+,spliceSite,155,22610,Pavir.2KG458800,6.512578485,1.680256069,60320501,Chr02K_60320501,3,9,1.742730713,9,1.449049489,8,1.640542214,9,60312654,60314342,1689,-,41651714,Pavir.2KG458800.2,Pavir.2KG458800.2.p,PF00201,"PTHR11926,PTHR11926:SF337",NA,NA,NA,"GO:0016758,GO:0008152",AT3G16520.3,UGT88A1,UDP-glucosyl transferase 88A1,LOC_Os01g64910.1,NA,"anthocyanidin 5,3-O-glucosyltransferase, putative, expressed",7847,6159,6159
Chr02K,60310501,60330501,20001,+,spliceSite,155,22611,Pavir.2KG486000,6.512578485,1.680256069,60320501,Chr02K_60320501,3,9,1.742730713,9,1.449049489,8,1.640542214,9,60319348,60320826,1479,-,41657773,Pavir.2KG486000.1,Pavir.2KG486000.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1153,-325,325
Chr02K,60310501,60330501,20001,+,spliceSite,155,22612,Pavir.2KG486100,6.512578485,1.680256069,60320501,Chr02K_60320501,3,9,1.742730713,9,1.449049489,8,1.640542214,9,60322853,60325339,2487,-,41656031,Pavir.2KG486100.1,Pavir.2KG486100.1.p,NA,"PTHR34056,PTHR34056:SF3",NA,NA,NA,NA,AT4G28100.1,NA,NA,LOC_Os07g37156.1,NA,expressed protein,-2352,-4838,2352
Chr08K,37095343,37115343,20001,+,spliceSite,615,102274,Pavir.8KG255800,6.497680551,1.442687385,37105343,Chr08K_37105343,15,9,1.472265553,9,1.576799953,9,2.00592766,9,37113412,37126887,13476,-,41642531,Pavir.8KG255800.2,Pavir.8KG255800.2.p,PF14303,NA,NA,NA,NA,NA,NA,NA,NA,LOC_Os06g02710.1,NA,expressed protein,-8069,-21544,8069
Chr08K,37095343,37115343,20001,+,spliceSite,615,102275,Pavir.8KG255800,6.497680551,1.442687385,37105343,Chr08K_37105343,15,9,1.472265553,9,1.576799953,9,2.00592766,9,37113412,37126887,13476,-,41642531,Pavir.8KG255800.2,Pavir.8KG255800.2.p,PF14303,NA,NA,NA,NA,NA,NA,NA,NA,LOC_Os06g02710.1,NA,expressed protein,-8069,-21544,8069
Chr08K,37095343,37115343,20001,+,spliceSite,615,102276,Pavir.8KG255800,6.497680551,1.442687385,37105343,Chr08K_37105343,15,9,1.472265553,9,1.576799953,9,2.00592766,9,37113412,37126887,13476,-,41642531,Pavir.8KG255800.2,Pavir.8KG255800.2.p,PF14303,NA,NA,NA,NA,NA,NA,NA,NA,LOC_Os06g02710.1,NA,expressed protein,-8069,-21544,8069
Chr08K,37095343,37115343,20001,+,spliceSite,615,102277,Pavir.8KG255800,6.497680551,1.442687385,37105343,Chr08K_37105343,15,9,1.472265553,9,1.576799953,9,2.00592766,9,37113412,37126887,13476,-,41642531,Pavir.8KG255800.2,Pavir.8KG255800.2.p,PF14303,NA,NA,NA,NA,NA,NA,NA,NA,LOC_Os06g02710.1,NA,expressed protein,-8069,-21544,8069
Chr07K,22463300,22483300,20001,-,spliceSite,541,87399,Pavir.7KG014200,6.496072187,1.98448035,22473300,Chr07K_22473300,13,9,1.322061602,9,1.692461922,9,1.497068313,9,22480244,22498736,18493,+,41570554,Pavir.7KG014200.10,Pavir.7KG014200.10.p,"PF08506,PF03810","PTHR10997,PTHR10997:SF35",NA,NA,NA,"GO:0006886,GO:0008536",AT2G31660.1,"SAD2,URM9",ARM repeat superfamily protein,LOC_Os04g26841.1,NA,"importin-8, putative, expressed",-6944,-25436,6944
Chr07K,22463300,22483300,20001,-,spliceSite,541,87400,Pavir.7KG014200,6.496072187,1.98448035,22473300,Chr07K_22473300,13,9,1.322061602,9,1.692461922,9,1.497068313,9,22480244,22498736,18493,+,41570554,Pavir.7KG014200.10,Pavir.7KG014200.10.p,"PF08506,PF03810","PTHR10997,PTHR10997:SF35",NA,NA,NA,"GO:0006886,GO:0008536",AT2G31660.1,"SAD2,URM9",ARM repeat superfamily protein,LOC_Os04g26841.1,NA,"importin-8, putative, expressed",-6944,-25436,6944
Chr07K,22463300,22483300,20001,-,spliceSite,541,87401,Pavir.7KG014200,6.496072187,1.98448035,22473300,Chr07K_22473300,13,9,1.322061602,9,1.692461922,9,1.497068313,9,22480244,22498736,18493,+,41570554,Pavir.7KG014200.10,Pavir.7KG014200.10.p,"PF08506,PF03810","PTHR10997,PTHR10997:SF35",NA,NA,NA,"GO:0006886,GO:0008536",AT2G31660.1,"SAD2,URM9",ARM repeat superfamily protein,LOC_Os04g26841.1,NA,"importin-8, putative, expressed",-6944,-25436,6944
Chr07K,22463300,22483300,20001,-,spliceSite,541,87402,Pavir.7KG014200,6.496072187,1.98448035,22473300,Chr07K_22473300,13,9,1.322061602,9,1.692461922,9,1.497068313,9,22480244,22498736,18493,+,41570554,Pavir.7KG014200.10,Pavir.7KG014200.10.p,"PF08506,PF03810","PTHR10997,PTHR10997:SF35",NA,NA,NA,"GO:0006886,GO:0008536",AT2G31660.1,"SAD2,URM9",ARM repeat superfamily protein,LOC_Os04g26841.1,NA,"importin-8, putative, expressed",-6944,-25436,6944
Chr07K,22463300,22483300,20001,-,spliceSite,541,87403,Pavir.7KG014200,6.496072187,1.98448035,22473300,Chr07K_22473300,13,9,1.322061602,9,1.692461922,9,1.497068313,9,22480244,22498736,18493,+,41570554,Pavir.7KG014200.10,Pavir.7KG014200.10.p,"PF08506,PF03810","PTHR10997,PTHR10997:SF35",NA,NA,NA,"GO:0006886,GO:0008536",AT2G31660.1,"SAD2,URM9",ARM repeat superfamily protein,LOC_Os04g26841.1,NA,"importin-8, putative, expressed",-6944,-25436,6944
Chr07K,22463300,22483300,20001,-,spliceSite,541,87404,Pavir.7KG014200,6.496072187,1.98448035,22473300,Chr07K_22473300,13,9,1.322061602,9,1.692461922,9,1.497068313,9,22480244,22498736,18493,+,41570554,Pavir.7KG014200.10,Pavir.7KG014200.10.p,"PF08506,PF03810","PTHR10997,PTHR10997:SF35",NA,NA,NA,"GO:0006886,GO:0008536",AT2G31660.1,"SAD2,URM9",ARM repeat superfamily protein,LOC_Os04g26841.1,NA,"importin-8, putative, expressed",-6944,-25436,6944
